Cleanup.ID,Zone,State,Country,Latitude,Longitude,Cleanup.Date,Group.Name,Adults,Children,People,Kilograms,Kilometers,N.bags,Cigarette.Butts,Food.Wrappers.candy.chips.etc.,Take.Out.Away.Containers.Plastic.,Take.Out.Away.Containers.Foam.,Bottle.Caps.Plastic.,Bottle.Caps.Metal.,Lids.Plastic.,Straws.Stirrers,Forks.Knives.Spoons,Beverage.Bottles.Plastic.,Beverage.Bottles.Glass.,Beverage.Cans,Grocery.Bags.Plastic.,Other.Plastic.Bags,Paper.Bags,Cups.Plates.Paper.,Cups.Plates.Plastic.,Cups.Plates.Foam.,Fishing.Buoys.Pots.Traps,Fishing.Net.Pieces,Fishing.Line.1.yard.meter.1.piece.,Rope.1.yard.meter.1.piece.,Fishing.Gear.Clean.Swell.,X6.Pack.Holders,Other.Plastic.Foam.Packaging,Other.Plastic.Bottles.oil.bleach.etc.,Strapping.Bands,Tobacco.Packaging.Wrap,Other.Packaging.Clean.Swell.,Beverages.Sachets,Appliances.refrigerators.washers.etc.,Balloons,Cigar.Tips,Cigarette.Lighters,Construction.Materials,Fireworks,Tires,Toys,Other.Trash.Clean.Swell.,E.cigarettes,Other.tobacco.packaging.lighter.etc.,Condoms,Diapers,Syringes,Tampons.Tampon.Applicators,Personal.Hygiene.Clean.Swell.,Gloves.Masks.PPE.,Foam.Pieces,Glass.Pieces,Plastic.Pieces,Total.Items.Collected,NewPlasticTotal,TotalFishing,totaltakeout,TotalSmoke,PlasticBags,year,month,day,DATE,distanceM,StdEffort,stdzdTotalPlastic,stdzdfish,stdzdtakeout,stdzdsmoke,stdzdbags
2607,"San Diego County, CA, USA","California, USA",United States,32.5797,-117.13256,6/12/16,,1,0,1,0.03,1.38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2016,6,12,2016-06-12,1380,1380,0.0007246376812,0,0.0007246376812,0,0
2608,"San Diego County, CA, USA","California, USA",United States,32.5797,-117.13256,6/12/16,,1,0,1,0.03,1.38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2016,6,12,2016-06-12,1380,1380,0.0007246376812,0,0.0007246376812,0,0
2613,"San Diego County, CA, USA","California, USA",United States,32.5797,-117.13256,6/12/16,,1,0,1,0.03,1.38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2016,6,12,2016-06-12,1380,1380,0.0007246376812,0,0.0007246376812,0,0
2708,"San Diego County, CA, USA","California, USA",United States,32.79713,-117.25703,6/25/16,,2,0,2,2.22,0,0,40,6,0,0,1,0,0,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,217,287,55,0,14,40,1,2016,6,25,2016-06-25,0,0,Inf,NA,Inf,Inf,Inf
2775,"San Diego County, CA, USA","California, USA",United States,32.74796,-117.2528,7/5/16,,2,0,2,6.14,0.05,0,243,16,0,0,7,0,0,5,5,4,2,2,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,76,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,583,397,3,38,243,1,2016,7,5,2016-07-05,50,100,3.97,0.03,0.38,2.43,0.01
2933,"San Diego County, CA, USA","California, USA",United States,33.15829,-117.35389,7/24/16,,1,0,1,0.93,0.24,0,13,0,0,0,2,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,40,17,0,4,13,0,2016,7,24,2016-07-24,240,240,0.07083333333,0,0.01666666667,0.05416666667,0
2948,"San Diego County, CA, USA","California, USA",United States,33.15829,-117.35389,7/24/16,,1,0,1,0.93,0.24,0,13,0,0,0,2,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,40,17,0,4,13,0,2016,7,24,2016-07-24,240,240,0.07083333333,0,0.01666666667,0.05416666667,0
2956,"San Diego County, CA, USA","California, USA",United States,32.73682,-117.21469,7/25/16,,1,0,1,0,0.02,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2016,7,25,2016-07-25,20,20,0.1,0,0,0.1,0
2960,"San Diego County, CA, USA","California, USA",United States,32.73699,-117.21443,7/26/16,,1,0,1,0.26,0,0,5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,13,9,0,2,5,0,2016,7,26,2016-07-26,0,0,Inf,NA,Inf,Inf,NA
3126,"San Diego County, CA, USA","California, USA",United States,32.6921,-117.05109,8/26/16,,1,0,1,0.42,0.06,0,37,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,7,37,0,2016,8,26,2016-08-26,60,60,0.75,0,0.1166666667,0.6166666667,0
3136,"San Diego County, CA, USA","California, USA",United States,32.69668,-117.1502,8/27/16,The living Coast Discovery Center / clean sweep,200,0,200,104.18,0.01,0,294,181,157,134,66,0,74,71,70,180,95,55,156,0,0,0,107,0,0,0,0,0,77,0,0,0,0,0,124,0,0,33,0,0,0,0,0,113,241,0,0,0,0,0,0,22,0,0,0,137,2387,1859,77,1196,294,156,2016,8,27,2016-08-27,10,2000,0.9295,0.0385,0.598,0.147,0.078
3216,"San Diego County, CA, USA","California, USA",United States,32.77225,-117.25308,9/5/16,,1,0,1,0.18,0.01,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,6,0,2,3,0,2016,9,5,2016-09-05,10,10,0.6,0,0.2,0.3,0
3627,"San Diego County, CA, USA","California, USA",United States,33.24373,-117.30795,8/5/16,Cox,1,0,1,0.83,0,0,6,8,3,1,5,0,1,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,45,31,0,24,6,1,2016,8,5,2016-08-05,0,0,Inf,NA,Inf,Inf,Inf
3859,"San Diego County, CA, USA","California, USA",United States,33.15571,-117.35153,9/13/16,,1,0,1,0.07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,2,2016,9,13,2016-09-13,0,0,Inf,NA,Inf,NA,Inf
